Station Code,DateTimeStamp,TSS,F_TSS,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmpcnut,12/10/2003 23:25,,<-1>,2.8,<4>,,<-1>
gtmpcnut,12/11/2003 1:55,,<-1>,2.8,<4>,,<-1>
gtmpcnut,12/11/2003 4:25,,<-1>,2.8,<4>,,<-1>
gtmpcnut,12/11/2003 6:55,,<-1>,3.3,<4>,,<-1>
gtmpcnut,12/11/2003 9:25,,<-1>,3.6,<4>,,<-1>
gtmpcnut,12/11/2003 11:55,,<-1>,5.4,<4>,,<-1>
gtmfmnut,12/11/2003 12:15,41,<4>,1.1,<4>,0.8,<4>
gtmfmnut,12/11/2003 12:16,37,<4>,1.2,<4>,0.8,<4>
gtmssnut,12/11/2003 13:25,34,<4>,1,<4>,1.3,<4>
gtmssnut,12/11/2003 13:26,39,<4>,1.3,<4>,1.3,<4>
gtmpinut,12/11/2003 14:28,39,<4>,2.7,<4>,0.8,<4>
gtmpinut,12/11/2003 14:29,48,<4>,1.5,<4>,0.8,<4>
gtmfmnut,1/7/2004 9:15,10,<4>,2.9,<4>,1.9,<4>
gtmfmnut,1/7/2004 9:16,33,<4>,2.6,<4>,1.9,<4>
gtmpcnut,1/7/2004 14:00,28,<4>,5.1,<4>,0.4,<4>
gtmpcnut,1/7/2004 14:01,28,<4>,5.5,<4>,0.4,<4>
gtmpinut,1/21/2004 9:27,52,<4>,6.7,<4>,1.3,<4>
gtmpinut,1/21/2004 9:28,18,<4>,6,<4>,1.3,<4>
gtmssnut,1/21/2004 10:45,45,<4>,5.5,<4>,1.3,<4>
gtmssnut,1/21/2004 10:46,47,<4>,4.4,<4>,1.3,<4>
gtmpcnut,1/26/2004 10:30,,<-1>,3.5,<4>,,<-1>
gtmpcnut,1/26/2004 13:00,,<-1>,4.9,<4>,,<-1>
gtmpcnut,1/26/2004 15:30,,<-1>,6,<4>,,<-1>
gtmpcnut,1/26/2004 18:00,,<-1>,5.3,<4>,,<-1>
gtmpcnut,1/26/2004 20:30,,<-1>,5.1,<4>,,<-1>
gtmpcnut,1/26/2004 23:00,,<-1>,4.7,<4>,,<-1>
gtmpcnut,1/27/2004 1:30,,<-1>,5,<4>,,<-1>
gtmpcnut,1/27/2004 4:00,,<-1>,5.3,<4>,,<-1>
gtmpcnut,1/27/2004 6:30,,<-1>,5.2,<4>,,<-1>
gtmpcnut,1/27/2004 9:00,,<-1>,0.2,<4>,,<-1>
gtmpcnut,1/27/2004 11:30,,<-1>,4.4,<4>,,<-1>
gtmpcnut,2/3/2004 14:10,,<-1>,6.1,<4>,,<-1>
gtmpcnut,2/3/2004 16:40,,<-1>,5.7,<4>,,<-1>
gtmpcnut,2/3/2004 19:10,,<-1>,5.5,<4>,,<-1>
gtmpcnut,2/3/2004 21:40,,<-1>,5.4,<4>,,<-1>
gtmpcnut,2/4/2004 0:10,,<-1>,5.6,<4>,,<-1>
gtmpcnut,2/4/2004 2:40,,<-1>,6.4,<4>,,<-1>
gtmpcnut,2/4/2004 5:10,,<-1>,6.6,<4>,,<-1>
gtmpcnut,2/4/2004 7:40,,<-1>,6,<4>,,<-1>
gtmssnut,2/4/2004 8:04,53,<4>,9.9,<4>,0.9,<4>
gtmssnut,2/4/2004 8:05,53,<4>,9.7,<4>,0.9,<4>
gtmpinut,2/4/2004 9:45,30,<4>,3.9,<4>,1.9,<4>
gtmpinut,2/4/2004 9:46,32,<4>,3.2,<4>,1.9,<4>
gtmpcnut,2/4/2004 10:10,,<-1>,7.6,<4>,,<-1>
gtmfmnut,2/4/2004 12:32,26,<4>,2.5,<4>,2.4,<4>
gtmfmnut,2/4/2004 12:33,23,<4>,2.9,<4>,2.4,<4>
gtmpcnut,2/4/2004 12:40,,<-1>,8,<4>,,<-1>
gtmpcnut,2/4/2004 13:50,21,<4>,7.9,<4>,0.8,<4>
gtmpcnut,2/4/2004 13:51,9,<4>,7.8,<4>,0.8,<4>
gtmpcnut,2/4/2004 15:10,,<-1>,8.6,<4>,,<-1>
gtmssnut,3/17/2004 8:07,40,<4>,4,<4>,1.2,<4>
gtmssnut,3/17/2004 8:08,34,<4>,3.7,<4>,1.2,<4>
gtmpinut,3/17/2004 10:45,31,<4>,7.5,<4>,0.8,<4>
gtmpinut,3/17/2004 10:46,40,<4>,7.3,<4>,0.8,<4>
gtmfmnut,3/17/2004 12:45,35,<4>,4.9,<4>,0.9,<4>
gtmfmnut,3/17/2004 12:46,31,<4>,4.7,<4>,0.9,<4>
gtmpcnut,3/17/2004 13:50,22,<4>,10.8,<4>,0.4,<4>
gtmpcnut,3/17/2004 13:51,20,<4>,10.5,<4>,0.4,<4>
gtmpcnut,3/17/2004 14:10,,<-1>,9.5,<4>,,<-1>
gtmpcnut,3/17/2004 16:40,,<-1>,9.8,<4>,,<-1>
gtmpcnut,3/17/2004 19:10,,<-1>,7.3,<4>,,<-1>
gtmpcnut,3/17/2004 21:40,,<-1>,5.2,<4>,,<-1>
gtmpcnut,3/18/2004 0:10,,<-1>,6.5,<4>,,<-1>
gtmpcnut,3/18/2004 2:40,,<-1>,5.3,<4>,,<-1>
gtmpcnut,3/18/2004 5:10,,<-1>,4,<4>,,<-1>
gtmpcnut,3/18/2004 7:40,,<-1>,5,<4>,,<-1>
gtmpcnut,3/18/2004 10:10,,<-1>,4.2,<4>,,<-1>
gtmpcnut,3/18/2004 12:40,,<-1>,6.9,<4>,,<-1>
gtmpcnut,3/18/2004 15:10,,<-1>,5.7,<4>,,<-1>
gtmssnut,4/14/2004 6:42,45,<4>,0.6,<4>,1.2,<4>
gtmssnut,4/14/2004 6:43,45,<4>,0.6,<4>,1.2,<4>
gtmpinut,4/14/2004 8:08,63,<4>,5.1,<4>,1,<4>
gtmpinut,4/14/2004 8:09,49,<4>,4.2,<4>,1,<4>
gtmpcnut,4/14/2004 11:45,,<-1>,2.9,<4>,,<-1>
gtmpcnut,4/14/2004 11:50,16,<4>,3.9,<4>,0.8,<4>
gtmpcnut,4/14/2004 11:51,18,<4>,2.9,<4>,0.8,<4>
gtmpcnut,4/14/2004 14:15,,<-1>,5.6,<4>,,<-1>
gtmpcnut,4/14/2004 16:45,,<-1>,5.4,<4>,,<-1>
gtmpcnut,4/14/2004 19:15,,<-1>,5.7,<4>,,<-1>
gtmpcnut,4/14/2004 21:45,,<-1>,5.2,<4>,,<-1>
gtmpcnut,4/15/2004 0:15,,<-1>,4.1,<4>,,<-1>
gtmpcnut,4/15/2004 2:45,,<-1>,4.8,<4>,,<-1>
gtmpcnut,4/15/2004 5:15,,<-1>,4.4,<4>,,<-1>
gtmpcnut,4/15/2004 7:45,,<-1>,4.2,<4>,,<-1>
gtmfmnut,4/15/2004 8:49,40,<4>,2.1,<4>,1.3,<4>
gtmfmnut,4/15/2004 8:50,42,<4>,4.4,<4>,1.3,<4>
gtmpcnut,4/15/2004 10:15,,<-1>,5.3,<4>,,<-1>
gtmpcnut,4/15/2004 12:45,,<-1>,3.9,<4>,,<-1>
gtmpcnut,5/4/2004 7:25,15,<4>,6.1,<4>,0.9,<4>
gtmpcnut,5/4/2004 7:26,,<-2> [GDM],6.6,<4>,0.9,<4>
gtmpcnut,5/4/2004 7:45,,<-1>,6.4,<4>,,<-1>
gtmpinut,5/4/2004 9:45,42,<4>,8.1,<4>,1.3,<4>
gtmpinut,5/4/2004 9:46,44,<4>,7.6,<4>,1.3,<4>
gtmpcnut,5/4/2004 10:15,,<-1>,11.4,<4>,,<-1>
gtmssnut,5/4/2004 12:10,47,<4>,9.5,<4>,1.1,<4>
gtmssnut,5/4/2004 12:11,34,<4>,7.5,<4>,1.1,<4>
gtmpcnut,5/4/2004 12:45,,<-1>,7.6,<4>,,<-1>
gtmpcnut,5/4/2004 15:15,,<-1>,5.8,<4>,,<-1>
gtmpcnut,5/4/2004 17:45,,<-1>,5.3,<4>,,<-1>
gtmpcnut,5/4/2004 20:15,,<-1>,6,<4>,,<-1>
gtmpcnut,5/4/2004 22:45,,<-1>,8.5,<4>,,<-1>
gtmpcnut,5/5/2004 1:15,,<-1>,29.6,<4>,,<-1>
gtmpcnut,5/5/2004 3:45,,<-1>,9.8,<4>,,<-1>
gtmpcnut,5/5/2004 6:15,,<-1>,12.4,<4>,,<-1>
gtmpcnut,5/5/2004 8:45,,<-1>,5,<4>,,<-1>
gtmfmnut,5/5/2004 11:25,43,<4>,5.8,<4>,0.8,<4>
gtmfmnut,5/5/2004 11:26,47,<4>,4.7,<4>,0.8,<4>
gtmpcnut,6/1/2004 6:45,,<-1>,8.7,<4>,,<-1>
gtmpcnut,6/1/2004 6:59,50,<4>,8,<4>,,<-2> [GDM]
gtmpcnut,6/1/2004 7:00,49,<4>,10.2,<4>,,<-2> [GDM]
gtmpinut,6/1/2004 9:01,101,<4>,15,<4>,0.7,<4>
gtmpinut,6/1/2004 9:02,91,<4>,15.2,<4>,0.7,<4>
gtmpcnut,6/1/2004 9:15,,<-1>,10.1,<4>,,<-1>
gtmssnut,6/1/2004 11:00,84,<4>,14.4,<4>,0.7,<4>
gtmssnut,6/1/2004 11:01,88,<4>,15.1,<4>,0.7,<4>
gtmfmnut,6/1/2004 11:25,70,<4>,7.5,<4>,1.2,<4>
gtmfmnut,6/1/2004 11:26,67,<4>,6.5,<4>,1.2,<4>
gtmpcnut,6/1/2004 11:45,,<-1>,9.7,<4>,,<-1>
gtmpcnut,6/1/2004 14:15,,<-1>,9.2,<4>,,<-1>
gtmpcnut,6/1/2004 16:45,,<-1>,9.8,<4>,,<-1>
gtmpcnut,6/1/2004 19:15,,<-1>,16.4,<4>,,<-1>
gtmpcnut,6/1/2004 21:45,,<-1>,13.3,<4>,,<-1>
gtmpcnut,6/2/2004 0:15,,<-1>,14.7,<4>,,<-1>
gtmpcnut,6/2/2004 2:45,,<-1>,8.3,<4>,,<-1>
gtmpcnut,6/2/2004 5:15,,<-1>,7.9,<4>,,<-1>
gtmpcnut,6/2/2004 7:45,,<-1>,11,<4>,,<-1>
gtmpinut,7/13/2004 9:05,45,<4>,6.1,<4>,0.9,<4>
gtmpinut,7/13/2004 9:06,41,<4>,4.4,<4>,0.9,<4>
gtmssnut,7/13/2004 10:00,40,<4>,4.7,<4>,1.2,<4>
gtmssnut,7/13/2004 10:01,43,<4>,4.1,<4>,1.2,<4>
gtmfmnut,7/13/2004 10:35,42,<4>,3.1,<4>,1.4,<4>
gtmfmnut,7/13/2004 10:36,42,<4>,3.8,<4>,1.4,<4>
gtmpcnut,7/13/2004 12:30,,<-1>,8,<4>,,<-1>
gtmpcnut,7/13/2004 12:45,13,<4>,5.5,<4>,0.6,<4>
gtmpcnut,7/13/2004 12:46,13,<4>,4.4,<4>,0.6,<4>
gtmpcnut,7/13/2004 15:00,,<-1>,6.2,<4>,,<-1>
gtmpcnut,7/13/2004 17:30,,<-1>,13.9,<4>,,<-1>
gtmpcnut,7/13/2004 20:00,,<-1>,14.7,<4>,,<-1>
gtmpcnut,7/13/2004 22:30,,<-1>,9,<4>,,<-1>
gtmpcnut,7/14/2004 1:00,,<-1>,6,<4>,,<-1>
gtmpcnut,7/14/2004 3:30,,<-1>,5.6,<4>,,<-1>
gtmpcnut,7/14/2004 6:00,,<-1>,6.4,<4>,,<-1>
gtmpcnut,7/14/2004 8:30,,<-1>,11.9,<4>,,<-1>
gtmpcnut,7/14/2004 11:00,,<-1>,8,<4>,,<-1>
gtmpcnut,7/14/2004 13:30,,<-1>,7.8,<4>,,<-1>
gtmpcnut,8/16/2004 8:30,,<-1>,14.9,<4>,,<-1>
gtmpinut,8/16/2004 10:45,56,<4>,5.2,<4>,1.3,<4>
gtmpinut,8/16/2004 10:46,41,<4>,6.3,<4>,1.3,<4>
gtmpcnut,8/16/2004 11:00,,<-1>,5.4,<4>,,<-1>
gtmssnut,8/16/2004 11:45,85,<4>,14.3,<4>,0.6,<4>
gtmssnut,8/16/2004 11:46,106,<4>,15.3,<4>,0.6,<4>
gtmfmnut,8/16/2004 12:35,36,<4>,7.2,<4>,0.8,<4>
gtmfmnut,8/16/2004 12:36,30,<4>,7.3,<4>,0.8,<4>
gtmpcnut,8/16/2004 13:30,,<-1>,5.6,<4>,,<-1>
gtmpcnut,8/16/2004 16:00,,<-1>,6.5,<4>,,<-1>
gtmpcnut,8/16/2004 18:30,,<-1>,6,<4>,,<-1>
gtmpcnut,8/16/2004 21:00,,<-1>,5.5,<4>,,<-1>
gtmpcnut,8/16/2004 23:30,,<-1>,3.8,<4>,,<-1>
gtmpcnut,8/17/2004 2:00,,<-1>,7.2,<4>,,<-1>
gtmpcnut,8/17/2004 4:30,,<-1>,6.2,<4>,,<-1>
gtmpcnut,8/17/2004 7:00,,<-1>,5,<4>,,<-1>
gtmpcnut,8/17/2004 9:30,,<-1>,2.6,<4>,,<-1>
gtmpcnut,8/17/2004 14:30,11,<4>,3.6,<4>,,<-2> [GDM]
gtmpcnut,8/17/2004 14:31,12,<4>,3.8,<4>,,<-2> [GDM]
gtmpcnut,9/13/2004 8:05,2,<4>,3.7,<4>,0.3,<4>
gtmpcnut,9/13/2004 8:06,2,<4>,3.7,<4>,0.3,<4>
gtmpinut,9/13/2004 9:45,24,<4>,5.2,<4>,0.6,<4>
gtmpinut,9/13/2004 9:46,38,<4>,6.1,<4>,0.6,<4>
gtmssnut,9/13/2004 10:30,47,<4>,4.9,<4>,0.6,<4>
gtmssnut,9/13/2004 10:31,61,<4>,5.5,<4>,0.6,<4>
gtmfmnut,9/13/2004 11:10,44,<4>,5.4,<4>,0.6,<4>
gtmfmnut,9/13/2004 11:11,34,<4>,4.7,<4>,0.6,<4>
gtmpcnut,9/14/2004 16:00,,<-1>,2.8,<4>,,<-1>
gtmpcnut,9/14/2004 18:30,,<-1>,2.8,<4>,,<-1>
gtmpcnut,9/14/2004 21:00,,<-1>,3.6,<4>,,<-1>
gtmpcnut,9/14/2004 23:30,,<-1>,9.3,<4>,,<-1>
gtmpcnut,9/15/2004 2:00,,<-1>,3.3,<4>,,<-1>
gtmpcnut,9/15/2004 4:30,,<-1>,2.7,<4>,,<-1>
gtmpcnut,9/15/2004 7:00,,<-1>,2.6,<4>,,<-1>
gtmpcnut,9/15/2004 9:30,,<-1>,2.8,<4>,,<-1>
gtmpcnut,9/15/2004 12:00,,<-1>,6.6,<4>,,<-1>
gtmpcnut,9/15/2004 14:30,,<-1>,3.6,<4>,,<-1>
gtmpcnut,9/15/2004 17:00,,<-1>,3.1,<4>,,<-1>
gtmpcnut,10/18/2004 7:00,,<-1>,3.5,<4>,,<-1>
gtmpcnut,10/18/2004 9:30,,<-1>,5,<4>,,<-1>
gtmpcnut,10/18/2004 12:00,,<-1>,8.7,<4>,,<-1>
gtmpcnut,10/18/2004 14:30,,<-1>,8.3,<4>,,<-1>
gtmpcnut,10/18/2004 17:00,,<-1>,8.3,<4>,,<-1>
gtmpcnut,10/18/2004 19:30,,<-1>,4.8,<4>,,<-1>
gtmpcnut,10/18/2004 22:00,,<-1>,4,<4>,,<-1>
gtmpcnut,10/19/2004 0:30,,<-1>,4.2,<4>,,<-1>
gtmpcnut,10/19/2004 3:00,,<-1>,5.2,<4>,,<-1>
gtmpcnut,10/19/2004 5:30,,<-1>,4.8,<4>,,<-1>
gtmpcnut,10/19/2004 8:00,,<-1>,3.5,<4>,,<-1>
gtmpinut,10/25/2004 9:25,30,<4>,7.3,<4>,0.8,<4>
gtmpinut,10/25/2004 9:26,29,<4>,7.6,<4>,0.8,<4>
gtmssnut,10/25/2004 10:10,65,<4>,16.2,<4>,0.6,<4>
gtmssnut,10/25/2004 10:11,58,<4>,13.8,<4>,0.6,<4>
gtmfmnut,10/25/2004 11:35,34,<4>,4.2,<4>,0.9,<4>
gtmfmnut,10/25/2004 11:36,25,<4>,8.7,<4>,0.9,<4>
gtmpcnut,10/25/2004 13:35,21,<4>,4.7,<4>,0.7,<4>
gtmpcnut,10/25/2004 13:36,24,<4>,2.4,<4>,0.7,<4>
gtmpinut,11/1/2004 12:30,25,<4>,1.7,<4>,1.1,<4>
gtmpinut,11/1/2004 12:31,26,<4>,2,<4>,1.1,<4>
gtmssnut,11/1/2004 13:45,75,<4>,5,<4>,0.7,<4>
gtmssnut,11/1/2004 13:46,65,<4>,4.1,<4>,0.7,<4>
gtmfmnut,11/1/2004 14:25,53,<4>,3.1,<4>,0.9,<4>
gtmfmnut,11/1/2004 14:26,45,<4>,2.8,<4>,0.9,<4>
gtmpcnut,11/1/2004 16:30,17,<4>,3.9,<4>,0.5,<4>
gtmpcnut,11/1/2004 16:31,17,<4>,3.2,<4>,0.5,<4>
gtmpcnut,11/8/2004 0:15,,<-1>,2.8,<4>,,<-1>
gtmpcnut,11/8/2004 9:15,,<-1>,2.2,<4>,,<-1>
gtmpcnut,11/8/2004 11:45,,<-1>,2.6,<4>,,<-1>
gtmpcnut,11/8/2004 14:15,,<-1>,2.2,<4>,,<-1>
gtmpcnut,11/8/2004 16:45,,<-1>,4,<4>,,<-1>
gtmpcnut,11/8/2004 19:15,,<-1>,3.6,<4>,,<-1>
gtmpcnut,11/8/2004 21:45,,<-1>,3.5,<4>,,<-1>
gtmpcnut,11/9/2004 2:45,,<-1>,2.6,<4>,,<-1>
gtmpcnut,11/9/2004 5:15,,<-1>,2.5,<4>,,<-1>
gtmpcnut,11/9/2004 7:45,,<-1>,5.5,<4>,,<-1>
gtmpcnut,11/9/2004 10:15,,<-1>,4.5,<4>,,<-1>
gtmpinut,12/8/2004 9:00,42,<4>,1.2,<4>,0.7,<4>
gtmpinut,12/8/2004 9:01,35,<4>,1.5,<4>,0.7,<4>
gtmssnut,12/8/2004 10:00,51,<4>,1.5,<4>,0.8,<4>
gtmssnut,12/8/2004 10:01,43,<4>,2.4,<4>,0.8,<4>
gtmfmnut,12/8/2004 10:30,44,<4>,1.1,<4>,1.4,<4>
gtmfmnut,12/8/2004 10:31,38,<4>,0.7,<4>,1.4,<4>
gtmpcnut,12/8/2004 12:55,,<-1>,1.4,<4>,,<-1>
gtmpcnut,12/8/2004 15:25,,<-1>,1,<4>,,<-1>
gtmpcnut,12/8/2004 17:55,,<-1>,1.1,<4>,,<-1>
gtmpcnut,12/8/2004 20:25,,<-1>,1.3,<4>,,<-1>
gtmpcnut,12/8/2004 22:55,,<-1>,0.9,<4>,,<-1>
gtmpcnut,12/9/2004 1:25,,<-1>,0.1,<4>,,<-1>
gtmpcnut,12/9/2004 3:55,,<-1>,0.9,<4>,,<-1>
gtmpcnut,12/9/2004 6:25,,<-1>,1.2,<4>,,<-1>
gtmpcnut,12/9/2004 8:55,,<-1>,1.3,<4>,,<-1>
gtmpcnut,12/9/2004 11:25,,<-1>,1.4,<4>,,<-1>
gtmpcnut,12/9/2004 11:30,21,<4>,2.8,<4>,0.8,<4>
gtmpcnut,12/9/2004 11:31,20,<4>,2.5,<4>,0.8,<4>
gtmpcnut,12/9/2004 13:55,,<-1>,1.5,<4>,,<-1>
gtmpcnut,1/10/2005 9:15,,<-1> ,9.4,<4>,,<-1> 
gtmpinut,1/10/2005 11:00,34,<4>,5.1,<4>,0.8,<4>
gtmpinut,1/10/2005 11:01,27,<4>,3.2,<4>,0.8,<4>
gtmpcnut,1/10/2005 11:30,37,<4>,5.4,<4>,1.1,<4>
gtmpcnut,1/10/2005 11:31,26,<4>,5.1,<4>,1.1,<4>
gtmpcnut,1/10/2005 11:45,,<-1> ,5.9,<4>,,<-1> 
gtmssnut,1/10/2005 11:50,63,<4>,5.4,<4>,1.1,<4>
gtmssnut,1/10/2005 11:51,43,<4>,3.7,<4>,1.1,<4>
gtmfmnut,1/10/2005 12:30,39,<4>,4,<4>,1.3,<4>
gtmfmnut,1/10/2005 12:31,33,<4>,3.5,<4>,1.3,<4>
gtmpcnut,1/10/2005 14:15,,<-1> ,6.3,<4>,,<-1> 
gtmpcnut,1/10/2005 16:45,,<-1> ,5.3,<4>,,<-1> 
gtmpcnut,1/10/2005 19:15,,<-1> ,4.8,<4>,,<-1> 
gtmpcnut,1/10/2005 21:45,,<-1> ,4.7,<4>,,<-1> 
gtmpcnut,1/11/2005 0:15,,<-1> ,4.2,<4>,,<-1> 
gtmpcnut,1/11/2005 2:45,,<-1> ,3.1,<4>,,<-1> 
gtmpcnut,1/11/2005 5:15,,<-1> ,2.9,<4>,,<-1> 
gtmpcnut,1/11/2005 7:45,,<-1> ,3.1,<4>,,<-1> 
gtmpcnut,1/11/2005 10:15,,<-1> ,5.2,<4>,,<-1> 
gtmpcnut,2/7/2005 8:30,,<-1> ,2,<4>,,<-1> 
gtmpcnut,2/7/2005 11:00,,<-1> ,3.8,<4>,,<-1> 
gtmpinut,2/7/2005 11:40,42,<4>,3.6,<4>,0.8,<4>
gtmpinut,2/7/2005 11:41,45,<4>,3.8,<4>,0.8,<4>
gtmssnut,2/7/2005 13:00,47,<4>,4.4,<4>,1,<4>
gtmssnut,2/7/2005 13:01,35,<4>,4.7,<4>,1,<4>
gtmpcnut,2/7/2005 13:30,,<-1> ,3.5,<4>,,<-1> 
gtmfmnut,2/7/2005 13:45,32,<4>,3.1,<4>,1.2,<4>
gtmfmnut,2/7/2005 13:46,34,<4>,2.6,<4>,1.2,<4>
gtmpcnut,2/7/2005 14:00,25,<4>,3.4,<4>,1.1,<4>
gtmpcnut,2/7/2005 14:01,17,<4>,2.2,<4>,1.1,<4>
gtmpcnut,2/7/2005 16:00,,<-1> ,4.3,<4>,,<-1> 
gtmpcnut,2/7/2005 18:30,,<-1> ,3.2,<4>,,<-1> 
gtmpcnut,2/7/2005 21:00,,<-1> ,3.9,<4>,,<-1> 
gtmpcnut,2/7/2005 23:30,,<-1> ,4,<4>,,<-1> 
gtmpcnut,2/8/2005 2:00,,<-1> ,2.8,<4>,,<-1> 
gtmpcnut,2/8/2005 4:30,,<-1> ,3.6,<4>,,<-1> 
gtmpcnut,2/8/2005 7:00,,<-1> ,3.4,<4>,,<-1> 
gtmpcnut,2/8/2005 9:30,,<-1> ,2.5,<4>,,<-1> 
gtmpcnut,3/7/2005 7:00,,<-1> ,8.9,<4>,,<-1> 
gtmpcnut,3/7/2005 9:30,,<-1> ,6.4,<4>,,<-1> 
gtmpinut,3/7/2005 9:30,26,<4>,3.9,<4>,0.8,<4>
gtmpinut,3/7/2005 9:31,23,<4>,3.3,<4>,0.8,<4>
gtmssnut,3/7/2005 10:15,46,<4>,3.6,<4>,0.8,<4>
gtmssnut,3/7/2005 10:16,58,<4>,6,<4>,0.8,<4>
gtmfmnut,3/7/2005 10:45,34,<4>,2.2,<4>,1,<4>
gtmfmnut,3/7/2005 10:46,29,<4>,2.6,<4>,1,<4>
gtmpcnut,3/7/2005 12:00,18,<4>,7.5,<4>,0.5,<4>
gtmpcnut,3/7/2005 12:00,,<-1> ,8.4,<4>,,<-1> 
gtmpcnut,3/7/2005 12:01,19,<4>,7.9,<4>,0.5,<4>
gtmpcnut,3/7/2005 14:30,,<-1> ,6.3,<4>,,<-1> 
gtmpcnut,3/7/2005 17:00,,<-1> ,7.1,<4>,,<-1> 
gtmpcnut,3/7/2005 19:30,,<-1> ,7.4,<4>,,<-1> 
gtmpcnut,3/7/2005 22:00,,<-1> ,6.2,<4>,,<-1> 
gtmpcnut,3/8/2005 0:30,,<-1> ,6.4,<4>,,<-1> 
gtmpcnut,3/8/2005 3:00,,<-1> ,6.4,<4>,,<-1> 
gtmpcnut,3/8/2005 5:30,,<-1> ,10.2,<4>,,<-1> 
gtmpcnut,3/8/2005 8:00,,<-1> ,7.4,<4>,,<-1> 
gtmpinut,4/5/2005 11:20,54,<4>,6.3,<4>,0.5,<4>
gtmpinut,4/5/2005 11:21,80,<4>,6.4,<4>,0.5,<4>
gtmssnut,4/5/2005 11:53,46,<4>,7.5,<4>,0.9,<4>
gtmssnut,4/5/2005 11:54,86,<4>,7.7,<4>,0.9,<4>
gtmfmnut,4/5/2005 12:38,52,<4>,5,<4>,1,<4>
gtmfmnut,4/5/2005 12:39,30,<4>,5.8,<4>,1,<4>
gtmpcnut,4/5/2005 14:00,6,<4>,4.2,<4>,0.6,<4>
gtmpcnut,4/5/2005 14:00,,<-1> ,3.3,<4>,,<-1> 
gtmpcnut,4/5/2005 14:01,5,<4>,4.4,<4>,0.6,<4>
gtmpcnut,4/5/2005 16:30,,<-1> ,4,<4>,,<-1> 
gtmpcnut,4/5/2005 19:00,,<-1> ,6.4,<4>,,<-1> 
gtmpcnut,4/5/2005 21:30,,<-1> ,5.2,<4>,,<-1> 
gtmpcnut,4/6/2005 0:00,,<-1> ,4,<4>,,<-1> 
gtmpcnut,4/6/2005 2:30,,<-1> ,3.4,<4>,,<-1> 
gtmpcnut,4/6/2005 5:00,,<-1> ,3.9,<4>,,<-1> 
gtmpcnut,4/6/2005 7:30,,<-1> ,5.8,<4>,,<-1> 
gtmpcnut,4/6/2005 10:00,,<-1> ,4.8,<4>,,<-1> 
gtmpcnut,4/6/2005 12:30,,<-1> ,5.1,<4>,,<-1> 
gtmpcnut,4/6/2005 15:00,,<-1> ,5.2,<4>,,<-1> 
gtmssnut,5/4/2005 7:30,30,<4>,6.7,<4>,1.2,<4>
gtmssnut,5/4/2005 7:31,39,<4>,6.6,<4>,1.2,<4>
gtmpinut,5/4/2005 8:20,29,<4>,3.9,<4>,1.2,<4>
gtmpinut,5/4/2005 8:21,31,<4>,5.6,<4>,1.2,<4>
gtmfmnut,5/4/2005 9:30,29,<4>,7.9,<4>,1,<4>
gtmfmnut,5/4/2005 9:31,50,<4>,7.3,<4>,1,<4>
gtmpcnut,5/4/2005 10:50,25,<4>,7.4,<4>,1.5,<4>
gtmpcnut,5/4/2005 10:51,14,<4>,7.4,<4>,1.5,<4>
gtmpcnut,5/4/2005 11:00,,<-1> ,11.3,<4>,,<-1> 
gtmpcnut,5/4/2005 13:30,,<-1> ,7.8,<4>,,<-1> 
gtmpcnut,5/4/2005 16:00,,<-1> ,11.4,<4>,,<-1> 
gtmpcnut,5/4/2005 18:30,,<-1> ,9.7,<4>,,<-1> 
gtmpcnut,5/4/2005 21:00,,<-1> ,9.8,<4>,,<-1> 
gtmpcnut,5/4/2005 23:30,,<-1> ,19.3,<4>,,<-1> 
gtmpcnut,5/5/2005 2:00,,<-1> ,4.5,<4>,,<-1> 
gtmpcnut,5/5/2005 4:30,,<-1> ,4.3,<4>,,<-1> 
gtmpcnut,5/5/2005 7:00,,<-1> ,12.5,<4>,,<-1> 
gtmpcnut,5/5/2005 9:30,,<-1> ,8.8,<4>,,<-1> 
gtmpcnut,5/5/2005 12:00,,<-1> ,17.2,<4>,,<-1> 
gtmpinut,6/21/2005 8:30,63,<4>,7.7,<4>,0.8,<4>
gtmpinut,6/21/2005 8:31,54,<4>,7.1,<4>,0.8,<4>
gtmssnut,6/21/2005 9:15,67,<4>,5.9,<4>,1.3,<4>
gtmssnut,6/21/2005 9:16,43,<4>,4.8,<4>,1.3,<4>
gtmfmnut,6/21/2005 9:50,56,<4>,8.7,<4>,0.8,<4>
gtmfmnut,6/21/2005 9:51,70,<4>,6.7,<4>,0.8,<4>
gtmpcnut,6/21/2005 11:40,16,<4>,6.3,<4>,0.4,<4>
gtmpcnut,6/21/2005 11:41,14,<4>,7.6,<4>,0.4,<4>
gtmpcnut,6/21/2005 12:30,,<-1> ,8.6,<4>,,<-1> 
gtmpcnut,6/21/2005 15:00,,<-1> ,5.6,<4>,,<-1> 
gtmpcnut,6/21/2005 17:30,,<-1> ,3.3,<4>,,<-1> 
gtmpcnut,6/21/2005 20:00,,<-1> ,8.4,<4>,,<-1> 
gtmpcnut,6/21/2005 22:30,,<-1> ,10.5,<4>,,<-1> 
gtmpcnut,6/22/2005 1:00,,<-1> ,6.8,<4>,,<-1> 
gtmpcnut,6/22/2005 3:30,,<-1> ,12.3,<4>,,<-1> 
